ID,Date,Team,Acquired,Relinquished,Notes
28815,15/01/2019,Hawks,, Dewayne Dedmon,placed on IL with sprained left ankle
28816,15/01/2019,Hawks,, Jeremy Lin,placed on IL with illness
28817,15/01/2019,Hawks,, Tyler Dorsey,placed on IL
28818,15/01/2019,Hawks, Jaylen Adams,,activated from IL
28819,15/01/2019,Nuggets, Trey Lyles,,activated from IL
28820,15/01/2019,Pacers,, Edmond Sumner,placed on IL
28821,15/01/2019,Pacers, Myles Turner,,activated from IL
28822,15/01/2019,Suns, Devin Booker,,activated from IL
28823,15/01/2019,Timberwolves, Derrick Rose,,activated from IL
28824,16/01/2019,Celtics,, Robert Williams III,placed on IL
28825,16/01/2019,Celtics, Aron Baynes,,activated from IL
28826,16/01/2019,Celtics, Kyrie Irving,,activated from IL
28827,16/01/2019,Celtics, Marcus Smart,,activated from IL
28828,16/01/2019,Mavericks,, Dennis Smith Jr.,placed on IL with illness
28829,16/01/2019,Pistons, Zaur Pachulia / Zaza Pachulia,,activated from IL
28830,16/01/2019,Rockets,, Brandon Knight,placed on IL with sore left knee
28831,16/01/2019,Rockets,, Danuel House Jr.,placed on IL
28832,16/01/2019,Rockets,, James Ennis III,placed on IL with left calf injury
28833,16/01/2019,Rockets, Eric Gordon,,activated from IL
28834,17/01/2019,Bulls,, Wendell Carter Jr.,placed on IL with sprained left thumb (out for season)
28835,17/01/2019,Knicks,, Kadeem Allen,placed on IL
28836,17/01/2019,Knicks, Mitchell Robinson,,activated from IL
28837,17/01/2019,Nuggets, Gary Harris,,activated from IL
28838,17/01/2019,Raptors,, Malachi Richardson,placed on IL
28839,17/01/2019,Raptors, Chris Boucher,,activated from IL
28840,17/01/2019,Thunder, Nerlens Noel,,activated from IL
28841,17/01/2019,Wizards,, Jordan McRae,placed on IL
28842,18/01/2019,Clippers,, Louis Williams / Lou Williams,placed on IL with right hamstring injury
28843,18/01/2019,Magic,, Melvin Frazier Jr.,placed on IL
28844,18/01/2019,Magic, Mohamed Bamba / Mo Bamba,,activated from IL
28845,18/01/2019,Pistons,, Jon Leuer,placed on IL with illness
28846,18/01/2019,Timberwolves,, Tyus Jones,placed on IL with sprained left ankle
28847,18/01/2019,Warriors,, Jacob Evans,placed on IL
28848,18/01/2019,Warriors, DeMarcus Cousins,,activated from IL
28849,19/01/2019,Bucks, Donte DiVincenzo,,activated from IL
28850,19/01/2019,Cavaliers,, Tristan Thompson,placed on IL with sore left foot
28851,19/01/2019,Celtics, Robert Williams III,,activated from IL
28852,19/01/2019,Hawks,, Jaylen Adams,placed on IL
28853,19/01/2019,Hawks, Dewayne Dedmon,,activated from IL
28854,19/01/2019,Hawks, Jeremy Lin,,activated from IL
28855,19/01/2019,Hawks, Tyler Dorsey,,activated from IL
28856,19/01/2019,Pistons,, Andre Drummond,placed on IL with concussion
28857,19/01/2019,Pistons,, Ishmael Smith / Ish Smith,placed on IL with right adductor injury
28858,19/01/2019,Pistons, Jon Leuer,,activated from IL
28859,19/01/2019,Raptors,, Kawhi Leonard,placed on IL
28860,19/01/2019,Raptors, Malachi Richardson,,activated from IL
28861,19/01/2019,Rockets, James Ennis III,,activated from IL
28862,19/01/2019,Pistons, Henry Ellenson,,activated from IL
28863,20/01/2019,Clippers,, Danilo Gallinari,placed on IL with lower back spasms
28864,20/01/2019,Lakers,, Lonzo Ball,placed on IL with sprained left ankle (out for season)
28865,20/01/2019,Suns,, Deandre Ayton,placed on IL with sprained left ankle
28866,20/01/2019,Suns,, Richaun Holmes,placed on IL with sprained right foot
28867,20/01/2019,Clippers, Louis Williams / Lou Williams,,activated from IL
28868,21/01/2019,76ers,, Jimmy Butler,placed on IL with sprained right wrist
28869,21/01/2019,76ers, Kostas Antetokounmpo,,activated from IL
28870,21/01/2019,Blazers,, Gary Trent Jr.,placed on IL
28871,21/01/2019,Bucks,, Jason Smith,placed on IL
28872,21/01/2019,Celtics,, Robert Williams III,placed on IL
28873,21/01/2019,Jazz, Ricky Rubio,,activated from IL
28874,21/01/2019,Knicks,, Trey Burke,placed on IL with illness
28875,21/01/2019,Knicks, Enes Kanter / Enes Freedom,,activated from IL
28876,21/01/2019,Magic,, Aaron Gordon,placed on IL with sore lower back
28877,21/01/2019,Magic, Melvin Frazier Jr.,,activated from IL
28878,21/01/2019,Mavericks,, Salah Mejri,placed on IL
28879,21/01/2019,Pelicans,, Anthony Davis,placed on IL with left index finger injury
28880,21/01/2019,Pistons,, Henry Ellenson,placed on IL with sprained left ankle
28881,21/01/2019,Rockets,, Isaiah Hartenstein,placed on IL
28882,21/01/2019,Rockets, Brandon Knight,,activated from IL
28883,21/01/2019,Thunder, Alex Abrines,,activated from IL
28884,21/01/2019,Wizards, Jordan McRae,,activated from IL
28885,22/01/2019,76ers,, Kostas Antetokounmpo,placed on IL
28886,22/01/2019,Mavericks, Dennis Smith Jr.,,activated from IL
28887,22/01/2019,Mavericks, Salah Mejri,,activated from IL
28888,22/01/2019,Timberwolves,, Jeff Teague,placed on IL with sore left foot
28889,22/01/2019,Rockets, Carmelo Anthony,,player returned to team
28890,23/01/2019,Celtics,, Al Horford,placed on IL
28891,23/01/2019,Celtics,, Kyrie Irving,placed on IL with flu
28892,23/01/2019,Celtics, Robert Williams III,,activated from IL
28893,23/01/2019,Hawks,, Kevin Huerter,placed on IL with sore neck
28894,23/01/2019,Knicks,, Luke Kornet,placed on IL with sprained left ankle
28895,23/01/2019,Knicks, Trey Burke,,activated from IL
28896,23/01/2019,Magic,, Melvin Frazier Jr.,placed on IL
28897,23/01/2019,Magic, Aaron Gordon,,activated from IL
28898,23/01/2019,Raptors,, Chris Boucher,placed on IL
28899,23/01/2019,Raptors,, Malachi Richardson,placed on IL with sore right knee
28900,23/01/2019,Raptors, Kawhi Leonard,,activated from IL
28901,23/01/2019,Suns,, T.J. Warren,placed on IL with sore right ankle (out for season)
28902,24/01/2019,Lakers, Rajon Rondo,,activated from IL
28903,24/01/2019,Pelicans,, Nikola Mirotic,placed on IL with strained right calf
28904,24/01/2019,Timberwolves, Jeff Teague,,activated from IL
28905,25/01/2019,Bucks,, Donte DiVincenzo,placed on IL with right heel injury
28906,25/01/2019,Bucks, Jason Smith,,activated from IL
28907,25/01/2019,Cavaliers, Larry Nance Jr.,,activated from IL
28908,25/01/2019,Grizzlies,, Yuta Watanabe,placed on IL
28909,25/01/2019,Knicks,, Emmanuel Mudiay,placed on IL with strained left shoulder
28910,25/01/2019,Magic,, Isaiah Briscoe,placed on IL with sprained right ankle
28911,25/01/2019,Magic, Melvin Frazier Jr.,,activated from IL
28912,25/01/2019,Nuggets, Jarred Vanderbilt,,activated from IL
28913,25/01/2019,Pistons, Andre Drummond,,activated from IL
28914,25/01/2019,Pistons, Henry Ellenson,,activated from IL
28915,25/01/2019,Suns,, De'Anthony Melton,placed on IL with sprained right ankle
28916,25/01/2019,Timberwolves,, Jeff Teague,placed on IL with sore left foot
28917,26/01/2019,76ers,, Joel Embiid,placed on IL
28918,26/01/2019,76ers,, Wilson Chandler,placed on IL with left hamstring injury
28919,26/01/2019,76ers, Shake Milton,,activated from IL
28920,26/01/2019,Blazers,, Damian Lillard,placed on IL with sore right knee
28921,26/01/2019,Bulls,, Chandler Hutchison,placed on IL with right foot injury (out for season)
28922,26/01/2019,Celtics,, Robert Williams III,placed on IL
28923,26/01/2019,Celtics, Al Horford,,activated from IL
28924,26/01/2019,Celtics, Kyrie Irving,,activated from IL
28925,26/01/2019,Grizzlies,, Garrett Temple,placed on IL with sprained left shoulder
28926,26/01/2019,Grizzlies,, Omri Casspi,placed on IL with sore right knee
28927,26/01/2019,Hawks, Kevin Huerter,,activated from IL
28928,26/01/2019,Nuggets,, Jamal Murray,placed on IL with sprained left ankle
28929,26/01/2019,Pacers,, Victor Oladipo,placed on IL recovering from surgery on right knee to repair ruptured quadriceps tendon (out for season)
28930,26/01/2019,Pacers, Edmond Sumner,,activated from IL
28931,27/01/2019,Rockets, Chris Paul,,activated from IL
28932,27/01/2019,Spurs,, DeMar DeRozan,placed on IL with sore left knee
28933,27/01/2019,Suns, Richaun Holmes,,activated from IL
28934,28/01/2019,Celtics,, Kyrie Irving,placed on IL with strained left hip
28935,28/01/2019,Celtics, Robert Williams III,,activated from IL
28936,28/01/2019,Grizzlies, Kyle Anderson,,activated from IL
28937,28/01/2019,Heat,, Derrick Jones Jr.,placed on IL with bone bruse in right knee
28938,28/01/2019,Knicks,, Frank Ntilikina,placed on IL with groin injury
28939,28/01/2019,Knicks, Kadeem Allen,,activated from IL
28940,28/01/2019,Nets,, Spencer Dinwiddie,placed on IL with right thumb injury
28941,28/01/2019,Pacers,, Tyreke Evans,placed on IL with sore lower back
28942,28/01/2019,Warriors,, Draymond Green,placed on IL
28943,29/01/2019,76ers,, Jonah Bolden,placed on IL with sore right Achilles
28944,29/01/2019,76ers,, Shake Milton,placed on IL
28945,29/01/2019,76ers, Jimmy Butler,,activated from IL
28946,29/01/2019,76ers, Joel Embiid,,activated from IL
28947,29/01/2019,76ers, Wilson Chandler,,activated from IL
28948,29/01/2019,Bucks,, Malcolm Brogdon,placed on IL with sternum injury
28949,29/01/2019,Magic,, Melvin Frazier Jr.,placed on IL
28950,29/01/2019,Pelicans,, Julius Randle,placed on IL with sprained right ankle
28951,29/01/2019,Pistons,, Reggie Bullock,placed on IL with sprained left ankle
28952,29/01/2019,Thunder,, Terrance Ferguson,placed on IL with back spasms
28953,30/01/2019,Blazers, Damian Lillard,,activated from IL
28954,30/01/2019,Celtics,, Robert Williams III,placed on IL
28955,30/01/2019,Hawks,, Tyler Dorsey,placed on IL with bruised left knee
28956,30/01/2019,Hawks, Kent Bazemore,,activated from IL
28957,30/01/2019,Hornets,, (William) Tony Parker,placed on IL with sore right ankle
28958,30/01/2019,Pacers,, Alize Johnson,placed on IL
28959,30/01/2019,Timberwolves, Jeff Teague,,activated from IL
28960,31/01/2019,76ers, Jonah Bolden,,activated from IL
28961,31/01/2019,Bucks, Malcolm Brogdon,,activated from IL
28962,31/01/2019,Lakers, LeBron James,,activated from IL
28963,31/01/2019,Magic,, Jonathon Simmons,placed on IL with strained abdominal
28964,31/01/2019,Magic, Isaiah Briscoe,,activated from IL
28965,31/01/2019,Magic, Melvin Frazier Jr.,,activated from IL
28966,31/01/2019,Nets, Dzanan Musa,,activated from IL
28967,31/01/2019,Pistons, Reggie Bullock,,activated from IL
28968,31/01/2019,Raptors, Chris Boucher,,activated from IL
28969,31/01/2019,Warriors, Draymond Green,,activated from IL
28970,31/01/2019,Mavericks,, DeAndre Jordan,placed on IL
28971,31/01/2019,Mavericks,, Wesley Matthews / Wes Matthews Jr.,placed on IL
28972,01/02/2019,Celtics, Kyrie Irving,,activated from IL
28973,01/02/2019,Grizzlies,, Mike Conley Jr.,placed on IL with sore left knee
28974,01/02/2019,Grizzlies, Yuta Watanabe,,activated from IL
28975,01/02/2019,Hawks, Tyler Dorsey,,activated from IL
28976,01/02/2019,Hornets, (William) Tony Parker,,activated from IL
28977,01/02/2019,Knicks, Isaiah Hicks,,activated from IL
28978,01/02/2019,Knicks, Luke Kornet,,activated from IL
28979,01/02/2019,Nuggets,, Gary Harris,placed on IL with right adductor injury
28980,01/02/2019,Rockets, Isaiah Hartenstein,,activated from IL
28981,01/02/2019,Thunder, Terrance Ferguson,,activated from IL
28982,02/02/2019,76ers,, Wilson Chandler,placed on IL with strained right quadriceps
28983,02/02/2019,76ers, Shake Milton,,activated from IL
28984,02/02/2019,Bucks,, Jason Smith,placed on IL with sore left knee
28985,02/02/2019,Bulls,, Jabari Parker,placed on IL for personal reasons
28986,02/02/2019,Cavaliers, David Nwaba,,activated from IL
28987,02/02/2019,Knicks,, Courtney Lee,placed on IL
28988,02/02/2019,Lakers,, LeBron James,placed on IL with strained left groin
28989,02/02/2019,Mavericks,, Tim Hardaway Jr.,placed on IL with hamstring injury
28990,02/02/2019,Mavericks,, Trey Burke,placed on IL with illness
28991,02/02/2019,Pacers,, Doug McDermott,placed on IL with rib injury
28992,02/02/2019,Pacers, Tyreke Evans,,activated from IL
28993,02/02/2019,Pistons, Ishmael Smith / Ish Smith,,activated from IL
28994,02/02/2019,Spurs,, Lonnie Walker IV,placed on IL
28995,02/02/2019,Suns, Deandre Ayton,,activated from IL
28996,03/02/2019,Celtics,, Aron Baynes,placed on IL with bruised left foot
28997,03/02/2019,Grizzlies, Mike Conley Jr.,,activated from IL
28998,03/02/2019,Knicks,, Mitchell Robinson,placed on IL with illness
28999,03/02/2019,Knicks, DeAndre Jordan,,activated from IL
29000,03/02/2019,Knicks, Wesley Matthews / Wes Matthews Jr.,,activated from IL
29001,03/02/2019,Raptors,, Kyle Lowry,placed on IL with sore lower back
29002,04/02/2019,Rockets,, Eric Gordon,placed on IL with sore right knee
29003,04/02/2019,Spurs,, Derrick White,placed on IL with right heel injury
29004,04/02/2019,Spurs, Lonnie Walker IV,,activated from IL
29005,04/02/2019,Wizards,, Troy Brown Jr.,placed on IL with sprained left ankle
29006,05/02/2019,76ers,, J.J. Redick,placed on IL with nausea
29007,05/02/2019,76ers,, Shake Milton,placed on IL with fractured finger
29008,05/02/2019,Blazers,, Rodney Hood,placed on IL
29009,05/02/2019,Blazers, Gary Trent Jr.,,activated from IL
29010,05/02/2019,Cavaliers,, Cedi Osman,placed on IL with sprained right ankle
29011,05/02/2019,Cavaliers,, Nik Stauskas,placed on IL with sore left knee
29012,05/02/2019,Celtics,, Kyrie Irving,placed on IL with strained left hip
29013,05/02/2019,Hornets, Cody Zeller,,activated from IL
29014,05/02/2019,Knicks,, Isaiah Hicks,placed on IL
29015,05/02/2019,Knicks, Mitchell Robinson,,activated from IL
29016,05/02/2019,Magic,, Mohamed Bamba / Mo Bamba,placed on IL with left tibia injury (out for season)
29017,05/02/2019,Pistons,, Ishmael Smith / Ish Smith,placed on IL with right adductor injury
29018,05/02/2019,Raptors,, Chris Boucher,placed on IL
29019,05/02/2019,Raptors, Kyle Lowry,,activated from IL
29020,05/02/2019,Timberwolves,, Derrick Rose,placed on IL with sore right ankle
29021,06/02/2019,Hornets,, (William) Tony Parker,placed on IL with strained back
29022,06/02/2019,Jazz, Raulzinho Neto / Raul Neto,,activated from IL
29023,06/02/2019,Knicks, Courtney Lee,,activated from IL
29024,06/02/2019,Mavericks, Tim Hardaway Jr.,,activated from IL
29025,06/02/2019,Mavericks, Trey Burke,,activated from IL
29026,06/02/2019,Nets,, Alan Williams,placed on IL
29027,06/02/2019,Nets, Allen Crabbe,,activated from IL
29028,06/02/2019,Nuggets,, Paul Millsap,placed on IL with sore right ankle
29029,06/02/2019,Nuggets, Jamal Murray,,activated from IL
29030,06/02/2019,Pelicans,, Elfrid Payton,placed on IL with sprained right ankle
29031,06/02/2019,Pelicans, Anthony Davis,,activated from IL
29032,06/02/2019,Pelicans, Julius Randle,,activated from IL
29033,06/02/2019,Rockets, Eric Gordon,,activated from IL
29034,06/02/2019,Raptors, Malachi Richardson,,activated from IL
29035,06/02/2019,Suns,, Tyler Johnson,placed on IL
29036,07/02/2019,Blazers, Rodney Hood,,activated from IL
29037,07/02/2019,Celtics, Kyrie Irving,,activated from IL
29038,07/02/2019,Celtics, Robert Williams III,,activated from IL
29039,07/02/2019,Clippers, Danilo Gallinari,,activated from IL
29040,07/02/2019,Hawks, Jaylen Adams,,activated from IL
29041,07/02/2019,Spurs,, Lonnie Walker IV,placed on IL with sprained right ankle
29042,07/02/2019,Grizzlies, Omri Casspi,,activated from IL
29043,07/02/2019,Raptors,, C.J. Miles,placed on IL
29044,07/02/2019,Clippers,, JaMychal Green,placed on IL with sore left knee
29045,08/02/2019,76ers, J.J. Redick,,activated from IL
29046,08/02/2019,Bucks,, Khris Middleton,placed on IL
29047,08/02/2019,Cavaliers, Kevin Love,,activated from IL
29048,08/02/2019,Knicks, Isaiah Hicks,,activated from IL
29049,08/02/2019,Nets, Caris LeVert,,activated from IL
29050,08/02/2019,Pelicans,, Jahlil Okafor,placed on IL with sprained left ankle
29051,08/02/2019,Pelicans, Jason Smith,,activated from IL
29052,08/02/2019,Pistons,, Jon Leuer,placed on IL
29053,08/02/2019,Pistons, Ishmael Smith / Ish Smith,,activated from IL
29054,08/02/2019,Suns, Tyler Johnson,,activated from IL
29055,08/02/2019,Pacers, Nik Stauskas,,activated from IL
29056,08/02/2019,Pelicans, Markieff Morris,,activated from IL
29057,09/02/2019,Bucks,, Giannis Antetokounmpo,placed on IL with sore right knee
29058,09/02/2019,Bucks, Khris Middleton,,activated from IL
29059,09/02/2019,Cavaliers,, Kevin Love,placed on IL
29060,09/02/2019,Clippers, Garrett Temple,,activated from IL
29061,09/02/2019,Clippers, JaMychal Green,,activated from IL
29062,09/02/2019,Grizzlies,, Kyle Anderson,placed on IL with sore right shoulder (out for season)
29063,09/02/2019,Grizzlies, C.J. Miles,,activated from IL
29064,09/02/2019,Jazz, Thabo Sefolosha,,activated from IL
29065,09/02/2019,Raptors, Chris Boucher,,activated from IL
29066,09/02/2019,Rockets,, Isaiah Hartenstein,placed on IL
29067,09/02/2019,Grizzlies, Jonas Valanciunas,,activated from IL
29068,09/02/2019,Hawks,, Jaylen Adams,placed on IL with sprained right ankle
29069,10/02/2019,Blazers,, Gary Trent Jr.,placed on IL
29070,10/02/2019,Magic, Jonathon Simmons,,activated from IL
29071,10/02/2019,Warriors,, Andre Iguodala,placed on IL with left hamstring injury
29072,10/02/2019,Mavericks,, Salah Mejri,placed on IL
29073,11/02/2019,Blazers, Gary Trent Jr.,,activated from IL
29074,11/02/2019,Bucks, Giannis Antetokounmpo,,activated from IL
29075,11/02/2019,Cavaliers,, Ante Zizic,placed on IL with sore lower back
29076,11/02/2019,Hornets,, Devonte' Graham,placed on IL with illness
29077,11/02/2019,Nuggets,, Tyler Lydon,placed on IL with concussion
29078,11/02/2019,Nuggets, Paul Millsap,,activated from IL
29079,11/02/2019,Pacers, Doug McDermott,,activated from IL
29080,11/02/2019,Raptors,, Fred VanVleet,placed on IL with left thumb injury
29081,11/02/2019,Rockets, Isaiah Hartenstein,,activated from IL
